Date,Open,High,Low,Close,Adj Close,Volume
2006-04-28,35.935000,36.123000,35.747000,35.807000,35.807000,88883223
2006-05-01,35.875000,36.192000,35.345000,35.456000,35.456000,92933660
2006-05-02,35.602000,35.704000,35.422000,35.550000,35.550000,85173540
2006-05-03,35.576000,35.627000,35.319000,35.499000,35.499000,74982425
2006-05-04,35.533000,35.927000,35.533000,35.790000,35.790000,88713481
2006-05-05,36.029000,36.115000,35.884000,36.072000,36.072000,80394384
2006-05-08,36.004000,36.175000,35.995000,36.106000,36.106000,45093337
2006-05-09,36.021000,36.089000,35.910000,35.969000,35.969000,48566783
2006-05-10,35.875000,35.918000,35.550000,35.653000,35.653000,92440514
2006-05-11,35.619000,35.636000,34.763000,34.857000,34.857000,141027564
2006-05-12,34.712000,34.874000,34.190000,34.387000,34.387000,153954450
2006-05-15,34.250000,34.515000,34.044000,34.361000,34.361000,127902521
2006-05-16,34.361000,34.446000,34.027000,34.104000,34.104000,132405520
2006-05-17,33.950000,34.061000,33.565000,33.642000,33.642000,207927819
2006-05-18,33.788000,33.933000,33.368000,33.411000,33.411000,139722870
2006-05-19,33.522000,33.771000,33.155000,33.668000,33.668000,194311800
2006-05-22,33.386000,33.574000,33.043000,33.343000,33.343000,169606643
2006-05-23,33.591000,33.694000,33.000000,33.018000,33.018000,142649419
